wikipedia	id_geonames	lat	lon	name_modern	name_historical	country	country_ISO3	region
https://de.wikipedia.org/wiki/Velk%C3%A9_Losiny	3063197	50.0320	17.0406	Velké Losiny	Groß-Ullersdorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Velk%C3%A1_Ves_(Broumov)	3063221	50.5871	16.3396	Velká Ves (Broumov)	Großdorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Velk%C3%A9_B%C5%99ezno	3063215	50.6627	14.1417	Velké Březno	Großpriesen	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hr%C3%A1dek_nad_Nisou	3074944	50.8528	14.8446	Hrádek nad Nisou	Grottau	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Brandov	3078840	50.6464	13.3754	Zelený Důl (Brandov)	Böhmisch Grünthal	Czech Republic	CZE	
https://de.wikipedia.org/wiki/M%C5%A1eno_nad_Nisou	3070222	50.7430	15.1694	Mšeno nad Nisou (Jablonec nad Nisou)	Grünwald an der Neiße	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Kr%C3%A1l%C3%ADky	3072952	50.0838	16.7605	Králíky	Grulich	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hru%C5%A1ovany_nad_Jevi%C5%A1ovkou	3074764	48.8299	16.4027	Hrušovany nad Jevišovkou	Grusbach	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Skoro%C5%A1ice	3065986	50.3086	17.0806	Skorošice	Gurschdorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/H%C3%A1j_u_Duchcova	3076002	50.6308	13.7126	Háj u Duchcova	Haan	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Habartov	3076076	50.1830	12.5505	Habartov	Habersbirk	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Bor_u_Tachova	3079038	49.7116	12.7752	Bor u Tachova	Haid	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Nov%C3%BD_Bor	3069381	50.7576	14.5556	Nový Bor	Haida	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hejnice	3075894	50.8772	15.1817	Hejnice	Haindorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Lipov%C3%A1_u_%C5%A0luknova	3071773	51.0110	14.3602	Lipová u Šluknova	Hainspach	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Mezim%C4%9Bst%C3%AD	3070774	50.6246	16.2421	Meziměstí	Halbstadt	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hanu%C5%A1ovice	3075958	50.0805	16.9364	Hanušovice	Hannsdorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hartmanice	3075949	49.1695	13.4546	Hartmanice	Hartmanitz	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hazlov	3075905	50.1563	12.2724	Hazlov	Haslau	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Havra%C5%88	3075910	50.4500	13.5988	Havraň	Hawran	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hojn%C3%A1_Voda	3075632	48.7290	14.7275	Hojná Voda (Horní Stropnice)	Heilbrunn	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jind%C5%99ichovice	3074154	50.2827	12.6023	Jindřichovice	Heinrichsgrün	Czech Republic	CZE	
https://de.wikipedia.org/wiki/He%C5%99manova_Hu%C5%A5	3075843	49.7068	13.1007	Heřmanova Huť	Hermannshütte	Czech Republic	CZE	
https://de.wikipedia.org/wiki/H%C5%99ensko	3074841	50.8744	14.2425	Hřensko	Herrnskretschen	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Severn%C3%AD	3066163	51.0353	14.3132	Severní (Lobendava)	Hilgersdorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Doksy	3076972	50.5647	14.6555	Doksy	Hirschberg am See	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Ho%C5%99ice_na_%C5%A0umav%C4%9B	3075492	48.7659	14.1784	Hořice na Šumavě	Höritz	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Dvorce_u_Brunt%C3%A1lu	3076284	49.8333	17.5476	Dvorce u Bruntálu	Hof [in Mähren]	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Vrchlab%C3%AD	3062439	50.6270	15.6094	Vrchlabí	Hohenelbe	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Vysok%C3%A9_M%C3%BDto	3062214	49.9532	16.1617	Vysoké Mýto	Hohenmauth	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Z%C3%A1b%C5%99eh	3062111	49.8826	16.8722	Zábřeh	Hohenstadt	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Krupka	3063608	50.6878	13.8969	Unčín (Krupka)	Hohenstein	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hole%C5%A1ov	3075606	49.3333	17.5783	Holešov	Holleschau	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hole%C5%A1ovice	3075605	50.1047	14.4495	Holešovice (Praha)	Holleschowitz	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hostou%C5%88	3075042	49.5597	12.7715	Hostouň	Hostau	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Uhersk%C3%A9_Hradi%C5%A1t%C4%9B	3063739	49.0698	17.4597	Uherské Hradiště	Ungarisch Hradisch	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Teplice	3074740	50.6271	13.7827	Hudcov (Teplice)	Hundorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Pr%C3%A1%C5%A1ily	3065410	49.1287	13.3316	Stará Hůrka [Abandoned] (Prášily)	Hurkenthal	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jihlava	3074199	49.3961	15.5912	Jihlava	Iglau	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Krnov	3072656	50.0897	17.7039	Krnov	Jägerndorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jarom%C4%9B%C5%99	3074462	50.3562	15.9214	Jaroměř	Jaromir	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Javorn%C3%ADk	3074398	50.3908	17.0027	Javorník	Jauernig	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jesenice_u_Rakovn%C3%ADka	3074284	50.0970	13.4695	Jesenice u Rakovníka	Jechnitz	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Ji%C4%8D%C3%ADn	3074204	50.4372	15.3516	Jičín	Jitschin	Czech Republic	CZE	
https://de.wikipedia.org/wiki/J%C3%A1chymov	3074587	50.3585	12.9347	Jáchymov	Sankt Joachimsthal	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Janov_nad_Nisou	3074482	50.7720	15.1691	Janov nad Nisou	Johannesberg	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jan%C5%AFv_D%C5%AFl	3074471	50.7045	14.9403	Janův Důl	Johannesthal	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jansk%C3%A9_L%C3%A1zn%C4%9B	3074479	50.6311	15.7818	Janské Lázně	Johannisbad	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Josefov_(Jarom%C4%9B%C5%99)	3074059	50.3391	15.9302	Josefov (Jaroměř)	Josefstadt	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Josef%C5%AFv_D%C5%AFl_u_Jablonce_nad_Nisou	3074049	50.7819	15.2315	Josefův Důl u Jablonce nad Nisou	Josefsthal	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Mlad%C3%A1_Boleslav	3070544	50.4114	14.9032	Mladá Boleslav	Jungbunzlau	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Kada%C5%88	3074020	50.3833	13.2667	Kadaň	Kaaden	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Chval%C5%A1iny	3077478	48.8540	14.2111	Chvalšiny	Kalsching	Czech Republic	CZE	
https://de.wikipedia.org/wiki/%C4%8Cesk%C3%A1_Kamenice	3077932	50.7978	14.4177	Česká Kamenice	Böhmisch Kamnitz	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Kaplice	3073862	48.7388	14.4945	Kaplice	Kaplitz	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Chaba%C5%99ovice	3077862	50.6732	13.9418	Chabařovice	Karbitz	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Karlsbad	3073803	50.2327	12.8712	Karlovy Vary	Karlsbad	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Karlova_Stud%C3%A1nka	3073817	50.0731	17.3069	Karlova Studánka	Bad Karlsbrunn	Czech Republic	CZE	
